Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Lesotho,LSO,..,..,38.8381215630779,36.9439612312321,39.6241930676544,39.6805700890466,38.062996044466,37.6925712652716,37.1352942145085,34.6882565674606,35.2120987174779,35.5840480176997
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Libya,LBY,24.3982895540623,18.447097234976,42.6473992715138,50.8364653413406,48.4195100019886,40.2666940155162,35.3379400213425,43.6144615638812,48.3378160301237,34.6344715672153,30.8000883969407,35.2836291258915
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Lithuania,LTU,..,22.3826570467051,16.691874395721,17.1689914887841,17.0291846390389,16.2993641257124,16.2178168712684,16.7959480603607,18.3605454231444,17.497494956833,16.744046116116,17.2754834531022
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Luxembourg,LUX,15.5754626508792,14.4954758819347,16.0514535620466,15.9681641919044,15.6742178009036,16.2193608860725,16.8036666755155,17.2389883323216,18.4724562620758,17.4719454688626,17.638713255685,18.9897412447635
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Macao SAR, China",MAC,10.1804915514593,12.4519487207784,7.09803063058132,9.66895370689559,10.3989521124259,9.73042749288419,9.43781184978688,10.2053808431187,25.862469193119,21.1538926937877,27.3956840241441,13.7723107914916
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Madagascar,MDG,10.8760276089413,17.2806341833401,15.8000024612157,15.1403201984676,14.7612913030354,16.1225669832662,13.6033052508512,15.1061191330375,18.7239712521771,17.2137108402461,22.4959160054314,22.3193709397054
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Malaysia,MYS,13.7939721702035,10.1652352266127,13.3287480692634,13.0865607985559,12.5648977951943,12.1925918694431,11.9694462955517,11.653100184343,12.9622736088155,12.6368812579757,11.5877018266733,11.9492696304762
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Maldives,MDV,..,..,18.7912983557095,18.0820886547916,17.6641929579184,14.5356776092557,14.4807346132488,16.5770131251844,22.9707227786713,18.6831087602163,17.2210548485929,17.1190169757698
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Mali,MLI,17.0355604256057,16.417436269547,16.256529691477,16.3715507460934,16.2406015942175,16.184250417918,15.877219836205,15.7431097452989,15.8054242543412,16.2487735938886,17.1192447580896,17.5093146647472
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Malta,MLT,16.2303573296044,17.6552170335029,17.8589484201841,16.9311225833773,16.9416567835104,15.8235739571629,16.0279744294106,16.8903190972489,19.7149431420611,18.3320119517391,17.4019027459405,16.5701233170402
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Marshall Islands,MHL,..,..,53.0808064516129,56.1756668481219,56.3810208126858,55.7505849321479,59.9404545454545,66.0351223701159,61.3466501240695,60.9230977211279,58.7395027624309,53.5040107983031
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Mauritania,MRT,29.7676109547044,20.6452910345385,13.6335849710832,14.6177765924186,13.4404887144015,13.381255831285,12.9844027999052,13.295473572103,12.2964872619914,14.9695395666927,16.8008362049552,17.1723715626544
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Mauritius,MUS,13.3771900629235,14.0624430509515,14.3446625586048,14.1898055761446,14.8827130155042,14.4507582566547,14.5624311314736,14.7496231263718,17.5684044965848,17.2322042075408,15.95534967104,13.8447196255338
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Mexico,MEX,8.430745096664,9.03701601574593,11.7538929143727,11.901246126141,11.5736804911904,11.2156675514112,11.256296772473,11.1079031030718,12.1968302786958,11.4047335537777,11.0923787710267,11.1372250364127
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Moldova,MDA,..,14.6562096157709,13.9079312251112,13.6994347068011,14.376992859583,14.7555707903283,14.2811623246706,15.2110207292095,17.1942044345322,16.7622739221644,17.5427230018972,18.0550117118859
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Mongolia,MNG,24.3534634601164,15.3072305276316,13.0170100980658,14.87177395106,15.9552953447701,13.9288663463462,12.6929848143572,13.1079648639038,15.8102434127387,14.9127365231555,13.9186983764226,13.0063852760592
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Montenegro,MNE,..,21.9348052311206,19.3727620229722,19.1958871663303,19.6117253227003,18.4262673202312,18.5044594510554,17.7979068486443,22.6016968367143,19.7093670460994,17.8558370349314,17.9038042740732
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Morocco,MAR,15.6975493484979,15.9016441146066,19.1051211538423,18.1564372764046,18.3617257132517,17.9819739836974,17.9957615100603,18.1789365690301,19.4049859563358,18.9738383456202,19.0589963008001,18.1062323778597
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Mozambique,MOZ,..,14.2151848066773,26.0847751395686,25.5147097732063,26.0744614430361,24.5647654528052,21.7271408941656,22.5751969191515,20.6358423037231,18.7299195994103,16.4981778962806,17.1845855273628
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Namibia,NAM,23.4707973766127,23.4224360823657,27.7268888440133,27.2285825878505,26.9873492327104,25.6039125172173,25.3675240119024,25.5542319178444,26.4760046729225,25.052912407333,23.0109545435749,21.7766514351521
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Nepal,NPL,8.66306954436451,8.9499536217219,8.00114144373586,8.81199699607278,7.92601848289143,8.51853832284343,8.06153627665419,8.11709521128419,9.06773207103067,8.25401086967028,8.41256130683507,6.64772921436099
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Netherlands,NLD,21.6611690515205,20.5466274207138,25.4138134792751,24.6510530267816,24.2777102787517,23.9046907483542,23.9575090216481,24.1193009603901,25.419278032195,25.1515899276541,24.1995532390171,24.5031139969221
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,New Caledonia,NCL,9.4000000394047,26.8040365021828,23.4297617988349,23.8343005377614,24.4656420375773,23.5139817745229,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,New Zealand,NZL,18.4468059952448,17.0904296597936,18.7730480966135,18.4943440995783,18.1425207383631,17.9197451878758,18.23348237761,18.8662075369496,20.4690968072392,21.0983207009442,21.1094093703102,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Nicaragua,NIC,43.4792056528719,8.67671427742945,14.2796924802936,14.0523486728769,14.4611201253876,14.4105435937047,14.8026219743642,15.2132358884868,15.1740939400062,15.3939705826185,13.7345461864414,12.1637387297258
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Niger,NER,20.9351175719525,20.7120131887789,17.9391046614083,16.4975609653854,15.2699976502753,15.4619253267481,15.1748924943314,15.6551048903491,15.7621549642209,17.3385320753636,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,North Macedonia,MKD,18.1253759398496,16.9308977421716,17.1123379786252,16.9763522579676,15.4300221084575,14.920741749797,14.2837255892918,13.9974562678743,16.7387341620846,15.8306657801479,15.0221055675641,14.9243506139063
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Norway,NOR,20.2841593308627,18.8635586549089,21.7227596135843,23.0978508285298,24.2188229593057,23.8057622649674,23.112939424551,24.1035080681146,26.1340574738378,22.4493406578412,18.1748330031061,21.9405247244709
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Oman,OMN,23.754347571222,18.8262373229892,21.6155857564501,24.6382701731082,26.1249004742618,24.5282958178672,21.5586630286494,23.1085016273177,26.0658781931806,22.1420061949011,17.8946805940189,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Pakistan,PAK,15.1367556017165,9.9160206648119,10.0273763648972,9.78896258049987,10.6089558490806,10.7537407933813,10.9936256389097,10.7497531702128,11.7888005549132,10.9295676776143,10.4918852190112,10.3067482645731
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Palau,PLW,..,..,36.0754516686946,31.3680511495066,30.4724904340422,31.6743347338936,32.7756433353792,33.7772122547558,40.6324403118981,41.9730138533552,36.3419202109229,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Panama,PAN,17.2773189542315,13.4823415741466,9.61762053224194,9.86027277124678,10.5122480443876,10.9010526117332,10.9797047709774,11.1248445506332,14.7376302528259,13.7437086117035,12.7928789799022,12.1878162458929
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Papua New Guinea,PNG,24.8325824068656,16.568093017523,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Paraguay,PRY,6.16494703610531,10.4050719792481,11.5488457611573,11.8031750486187,11.3629906714553,11.1076787786728,11.5202342968007,11.9462687058924,12.6444728382528,12.013631687471,11.859126961468,12.0183497455513
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Peru,PER,7.27374848190843,11.4506268550924,12.4020903759554,12.9655733799238,13.1636888035228,13.2122751962604,13.0774424949562,13.2443725852511,15.8181030380089,13.748263849359,13.3719583340826,13.6736669794183
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Philippines,PHL,9.61421726859019,11.0626851324126,10.5611726819327,10.9116416619222,11.2579676046192,11.3233663057922,12.0427836520158,12.4677544301621,15.2614545873485,15.5791947083897,15.0436742203408,14.2491781304102
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Poland,POL,..,17.9874386199245,18.2380268801328,17.9050312672003,17.8215503011855,17.5668407420539,17.4696531502565,17.8183081676231,18.8371621590167,18.523151073936,18.1191286260219,18.9932120378291
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Portugal,PRT,15.193988661691,18.8660006278889,18.3843383966832,17.8825695753332,17.5981688967244,17.2232442375481,16.992571222013,16.9881438936785,18.9224290644649,18.6558096632307,17.4472260866997,16.8768452745391
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Puerto Rico,PRI,14.4788646186131,11.7166760126933,10.769206741516,8.80314968246828,8.24609173953173,8.75581828112388,7.97618021733769,7.97249786923171,7.47884484669483,7.35286103286208,7.02473953747209,7.12301626007296
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Qatar,QAT,..,19.6686569934721,15.4671530356713,20.227279470292,19.543730900119,17.611430038472,16.2809888444084,18.4635892931976,21.9553521446128,16.6489447899301,12.8767382071753,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Romania,ROU,13.3232311458212,16.8590050338122,14.1783362360873,13.9413929099012,15.3089409783507,15.6975535819589,16.7812193543903,17.5618884357099,18.9067914550591,17.8253216010134,16.7357875418331,17.1387500825775
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Russian Federation,RUS,20.7854703508227,15.0910673022865,18.0273313931418,17.7653892166562,18.4659193773134,18.2168086477823,17.7103783204011,18.1013664111203,19.9710007886076,17.1189178643982,17.1770682334463,18.4730826846442
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Rwanda,RWA,10.1409627104141,16.0647185202337,14.2814464949749,13.8497879923213,15.0678995077858,15.0074832365581,14.7476601788797,15.8165587890012,16.383453875618,16.9578847989366,17.0328178167232,16.5520596052384
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Samoa,WSM,..,..,15.8878182440943,15.1943620487722,12.5741297099179,12.1192930081473,13.4088662792374,13.7720322357897,14.6431224712105,16.9329103819423,21.7652871062325,18.1532993947358
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,San Marino,SMR,..,..,..,19.9905353841669,19.696629853926,19.867108852768,19.4112752308576,19.5202935432042,21.6198092800334,18.4723388977779,17.09852890289,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Saudi Arabia,SAU,29.0162873843709,25.8630806226704,25.7118129716026,29.3216350416599,25.0102902902903,23.533154559661,23.6005794583343,23.404082785254,27.9582076304595,23.8043857923147,20.8296178409066,23.3309836850146
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Senegal,SEN,17.0879039399212,12.0861305779367,14.7346215191571,14.2992772620651,14.0312810079519,13.6339715657972,13.7846307930863,14.0076479696607,14.2802395565824,15.1624726863083,14.9057593610557,13.7727886195579
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Serbia,SRB,..,23.4730982741147,19.8535654361421,18.2577533473438,17.4876963346774,17.5131315634351,17.9956413715916,18.3652144119898,19.3837021106122,18.7648402743056,18.3561376319038,17.1270596804627
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Seychelles,SYC,26.9685223235512,41.3843672873388,21.9007338679485,22.2902862090887,22.3644110312255,21.5958431981451,22.8895408301537,22.1841344223733,26.3767644643015,25.8451233580434,19.5903043189092,21.3384546662183
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Sierra Leone,SLE,7.79989022828451,14.3331038132408,4.56778240238264,6.49827410728991,7.56405350925394,6.68982092831285,6.51314216721509,7.02931051974968,7.75637603289931,8.07365231440693,6.68569991257045,5.50379010936593
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Singapore,SGP,9.51493992960933,10.5041646441155,9.6310320219758,10.1909083158792,10.2576138127266,10.190345231475,9.97069646498693,10.2489840580652,12.234764636861,10.6041701137561,9.44642437237934,10.2267294400433
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Slovak Republic,SVK,25.9180225191167,20.7617345907303,18.3081999887673,18.4916159434894,18.7978158666459,18.8324415253841,18.5660492970595,19.5594607255757,20.7560453692276,20.7826181895702,20.4931244131827,20.0987680599483
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Slovenia,SVN,15.0021615931305,18.5801348713853,19.0721509937972,18.9985678506753,19.2401548940592,18.6197208157994,18.4130304503047,18.4696011878283,20.7447344651164,20.8504561648018,19.5210913889019,19.2268565742722
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Solomon Islands,SLB,..,..,30.5188674456616,29.5651921906547,29.083214767794,25.979918570147,26.832514730951,27.6258123016473,25.1216612506935,26.5787278585565,29.1886179498219,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Somalia,SOM,..,..,5.57031501988294,5.32198904385389,5.9076576559445,6.37481874108675,6.28431445263395,6.10825391639786,6.89625600440585,7.13276292875862,7.43654863352752,7.31209956112983
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,South Africa,ZAF,17.5888534221331,16.5672154108403,19.3140625940978,18.9850713286308,19.3075616545523,19.2360771279531,19.352226142463,19.5800800398681,20.6203398698938,19.1782663776178,18.9892702779701,19.3495643951772
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Spain,ESP,16.2604876033915,16.7050924303047,19.5517778062253,19.3555953756375,18.9554100877408,18.5432948383965,18.5844642639135,18.7386237646665,21.8157054375876,21.0051364901244,19.9641242285945,19.4635472701498
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Sri Lanka,LKA,9.75965243766004,10.5109109472057,..,8.91065634741077,8.1702844406446,7.85322795447774,8.60915689712681,8.97254856444935,10.3979073840933,9.45146484339732,7.17785106166686,6.851704477614
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Sudan,SDN,5.77994589970638,9.07785958454353,6.08247265963609,6.17444136369761,5.58845645649478,6.42960097705768,6.71404330537475,6.17093549809089,14.44544106941,10.9562837482065,17.8526819914311,17.4245401218024
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Sweden,SWE,25.198425174319,24.5253841140158,26.2754867127366,25.8927700038637,26.4390383062153,26.2619555666305,26.255213056628,25.8359933747139,26.5311658405992,25.7524415924533,25.3239653270786,26.0484570673606
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Switzerland,CHE,10.8749824420454,11.1598909444037,11.4816364729739,11.5375670168373,11.5149617444437,11.5093914980384,11.2649207517523,11.3549037641088,12.1264545910032,11.9438225834784,11.3731561956095,11.378074152553
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Syrian Arab Republic,SYR,14.3488566232372,12.4078207164753,19.6239364160388,16.7235303672229,16.7288942442319,16.4912083998601,15.9632633383117,15.3699342294974,10.6812655408486,6.83495852711064,2.72332358480479,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Tajikistan,TJK,..,8.290675547098,14.0398407791244,11.5589531129237,11.7568255694895,11.3864820445011,11.2210663784563,11.154496661602,11.5680045927562,10.8842527872508,10.1350716735332,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Tanzania,TZA,12.2399825832998,7.85388023825469,9.86779141018669,9.92729404696031,9.06650633826612,8.50343167431648,8.11258642479634,7.78241227923226,7.69958423897104,8.00508198452759,8.30175218114757,8.75962998484289
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Thailand,THA,9.40461513137137,13.575965221645,16.9163611055347,17.1211512659094,16.8651827576018,16.2984037874409,16.1739664282364,16.1693520358071,17.7948874074302,18.2313164483352,17.7225759098493,16.6445970039791
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Timor-Leste,TLS,..,133.321096476848,65.666182072809,58.9435184593629,55.6080698114424,55.1826878327069,56.6796954682059,47.2218499477307,44.4784592682799,28.1955061970575,33.1099197966461,52.9169650960574
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Togo,TGO,16.1698848435128,10.2303790188829,12.0641263503212,13.0134386944817,15.4808063794364,13.9788077327509,13.2025407232865,13.2454663054356,13.225730719568,12.7582397865989,12.9269455766427,12.5811386281887
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Tonga,TON,19.1307184212672,18.1301172290507,20.1340646371478,21.2925550306424,20.588156893115,20.0801111516128,19.1835679654864,21.068336070735,22.4936163034386,28.5888544889957,29.9579593334098,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Tunisia,TUN,16.356777647309,16.6711966677312,17.3282152950605,17.9055746963883,18.7192573165881,19.1243144155316,18.388200255785,18.8168916957322,21.635603056348,20.9226130868384,20.6045990447615,19.7451063361291
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Turkiye,TUR,10.9610181850007,11.9286571832367,14.0199797535656,13.805172456767,14.7332129738232,14.3802554180994,14.508891929547,15.2709486844521,14.9935118819125,12.945413768371,11.65321282642,13.0978551188581
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Turkmenistan,TKM,23.3333333333333,18.5142638330461,6.58395408081004,8.46455278972697,8.59684184749552,9.37005619924365,10.0238998030544,9.70217604143638,10.0203912373802,10.1670608938101,9.40979254076995,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Uganda,UGA,7.51104672588783,14.5043243985272,7.42890180380585,8.95453398978222,7.3519468435187,8.00943502980076,8.63607272997988,8.77456131212774,9.51141446504173,9.93159612659213,9.78726680444974,9.56616058785446
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Ukraine,UKR,16.5269461077844,17.8966433502907,18.6657760497569,18.9241475169772,18.602043207607,20.6834635537649,20.7717491381349,18.7805334308224,19.2950967142315,17.7421719075322,39.8363540094756,41.6840004129814
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,United Arab Emirates,ARE,..,..,10.6423158325365,12.0210761022152,12.1122932578937,13.0457765457496,12.5099814492468,13.0875295848924,15.1795645409812,14.6108935200174,12.6475207705051,12.4192015298029
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,United Kingdom,GBR,18.5427637723272,16.6408964053665,19.8662130861835,19.5485300693835,19.21828438301,18.6593209449109,18.5412934232339,19.0961094864142,22.6109420267119,22.259385665529,20.8275082448421,20.480516935665
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,United States,USA,15.9007731491978,14.0239462637226,14.5516578754664,14.2333167295426,14.1100041249858,13.8471337748498,13.8442126445718,13.9835585749329,14.8957448696632,14.2530325041781,13.7137950311865,13.4338338893136
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Uruguay,URY,12.0973181409105,12.3560487504224,13.6963930072559,13.8358099973704,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Uzbekistan,UZB,..,18.6999938567392,13.2451945912566,13.616882159228,14.1399705792795,11.2974060135322,12.101171076451,14.4693873139304,14.6422818278123,14.9259640726969,14.9774337437257,14.44365183633
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Vanuatu,VUT,27.6038241691537,20.7980556074891,13.9162331599306,16.4643408614434,14.8960534548502,17.4361622527374,16.9183900289763,20.5742205677059,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Venezuela, RB",VEN,8.14378432307665,12.449784505042,14.603353775764,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Viet Nam,VNM,..,6.41826259040046,10.3174617549842,10.6549127142467,10.3983766667533,10.1349272840903,9.74588913320778,9.57883636827111,9.47881328344626,9.58508554643707,8.93413828406753,8.85210334052445
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Virgin Islands (U.S.),VIR,..,..,29.3969144460028,28.2555282555283,27.5934702474987,31.9451765946231,43.2322202396125,37.0541130793497,34.7363442894301,33.9028178389172,34.375,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,West Bank and Gaza,PSE,..,25.4752410979228,25.1842426928383,25.0100197532278,23.5326573798798,20.7508680555556,21.9910792180185,20.660110310211,23.4333653109447,23.7992158595174,20.4899428660875,20.2757623071271
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,"Yemen, Rep.",YEM,15.5469795482502,13.5566008072537,12.1860522029347,10.7954983911685,8.79580013046901,6.10612696182291,9.14446268783422,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Zambia,ZMB,..,..,14.5238685647822,14.7806073783451,16.071874197482,13.7207952434989,12.708651942246,17.6842563818771,14.6896417146039,11.5310478017003,14.4528290242227,13.3127827117434
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Zimbabwe,ZWE,19.4461332509364,24.2653451196761,19.5602834817493,18.8775125668479,18.1239376171842,7.45427234806475,10.3743063371739,7.33916084809102,8.86785439235697,14.9159037651401,16.6461908111862,15.0892334338381
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Africa Eastern and Southern,AFE,14.5423823007662,15.3262787843175,15.9945683881085,15.4353993811902,15.3604370992776,14.8256296083912,14.8252936413716,14.5823712747492,15.1318343157773,14.6512548799076,14.4297985785659,13.9263158422847
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Arab World,ARB,17.8059634263142,16.9622079526909,18.4694289718276,20.2956582078955,19.1274995769118,18.4970851868685,18.0846517643577,18.5565244178784,20.6622796244585,18.0169542798603,16.0793210313289,17.7271884302375
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Central Europe and the Baltics,CEB,..,19.1753838927023,18.1245572978684,17.86846143434,18.0254737667393,17.9021865643573,18.0642074156169,18.4796789237978,19.9237083997294,19.4304514678988,18.6605414989208,19.0308999512139
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,Early-demographic dividend,EAR,12.678715140171,12.7290336489632,13.7999536581241,14.1050823809079,13.6728869421711,13.4605836049173,13.3792211977862,13.3278927398781,14.1537456792513,13.0766883461603,12.4865668170907,12.6793735460397
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,East Asia & Pacific,EAS,13.4440289552767,15.6953040504977,16.2856954619312,16.3730682609824,16.5211168165788,16.3545601894385,16.5288739468017,16.782736132328,17.5141913435339,16.7374012164646,16.6842820230461,16.9304147351589
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,East Asia & Pacific (excluding high income),EAP,12.2668199040525,14.7646478145232,15.0943799677543,15.5210990072992,15.5760674865906,15.498341666741,15.7234218848386,15.8722513246,16.4107541947021,15.3415763149346,15.3390539699537,15.646471593629
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,12.2667948031597,14.7665134612206,15.0948275615772,15.5215021359085,15.5764530385042,15.4987078834677,15.7237650581551,15.872602123323,16.4111748645575,15.3419148339223,15.3393604339116,15.6467672582306
